ciudad,fecha_datos,url,Fecha,Temperatura,Clima,Viento
Madrid,2025-02-12,https://www.tiempo3.com/europe/spain/madrid?page=14,"Viernes, 21 febrero",14°/7°,Lluvia moderada a intervalos,18Km/h
Madrid,2025-02-12,https://www.tiempo3.com/europe/spain/madrid?page=14,"Sábado, 22 febrero",11°/9°,Ligeras lluvias,4Km/h
Madrid,2025-02-12,https://www.tiempo3.com/europe/spain/madrid?page=14,"Domingo, 23 febrero",14°/7°,Parcialmente nublado,17Km/h
Madrid,2025-02-12,https://www.tiempo3.com/europe/spain/madrid?page=14,"Lunes, 24 febrero",9°/8°,Ligeras lluvias,12Km/h
Madrid,2025-02-12,https://www.tiempo3.com/europe/spain/madrid?page=14,"Martes, 25 febrero",12°/7°,Ligeras precipitaciones,6Km/h
A Coruña,2025-02-12,https://www.tiempo3.com/europe/spain/galicia/a-coruna?page=14,"Miércoles, 12 febrero",14°/9°,Lluvia moderada a intervalos,13Km/h
A Coruña,2025-02-12,https://www.tiempo3.com/europe/spain/galicia/a-coruna?page=14,"Jueves, 13 febrero",14°/11°,Ligeras lluvias,16Km/h
A Coruña,2025-02-12,https://www.tiempo3.com/europe/spain/galicia/a-coruna?page=14,"Viernes, 14 febrero",16°/12°,Cielo cubierto,12Km/h
A Coruña,2025-02-12,https://www.tiempo3.com/europe/spain/galicia/a-coruna?page=14,"Sábado, 15 febrero",16°/10°,Lluvia moderada a intervalos,9Km/h
A Coruña,2025-02-12,https://www.tiempo3.com/europe/spain/galicia/a-coruna?page=14,"Domingo, 16 febrero",16°/10°,Parcialmente nublado,10Km/h
A Coruña,2025-02-12,https://www.tiempo3.com/europe/spain/galicia/a-coruna?page=14,"Lunes, 17 febrero",16°/10°,Parcialmente nublado,10Km/h
A Coruña,2025-02-12,https://www.tiempo3.com/europe/spain/galicia/a-coruna?page=14,"Martes, 18 febrero",18°/11°,Parcialmente nublado,4Km/h
A Coruña,2025-02-12,https://www.tiempo3.com/europe/spain/galicia/a-coruna?page=14,"Miércoles, 19 febrero",18°/11°,Parcialmente nublado,7Km/h
A Coruña,2025-02-12,https://www.tiempo3.com/europe/spain/galicia/a-coruna?page=14,"Jueves, 20 febrero",17°/11°,Despejado,8Km/h
A Coruña,2025-02-12,https://www.tiempo3.com/europe/spain/galicia/a-coruna?page=14,"Viernes, 21 febrero",15°/11°,Lluvia moderada a intervalos,20Km/h
A Coruña,2025-02-12,https://www.tiempo3.com/europe/spain/galicia/a-coruna?page=14,"Sábado, 22 febrero",13°/10°,Ligeras precipitaciones,7Km/h
A Coruña,2025-02-12,https://www.tiempo3.com/europe/spain/galicia/a-coruna?page=14,"Domingo, 23 febrero",13°/9°,Nublado,27Km/h
A Coruña,2025-02-12,https://www.tiempo3.com/europe/spain/galicia/a-coruna?page=14,"Lunes, 24 febrero",12°/9°,Ligeras precipitaciones,16Km/h
A Coruña,2025-02-12,https://www.tiempo3.com/europe/spain/galicia/a-coruna?page=14,"Martes, 25 febrero",11°/7°,Ligeras precipitaciones,5Km/h
Fuerteventura,2025-02-12,https://www.tiempo3.com/europe/spain/canary-islands/fuerteventura?page=14,"Miércoles, 12 febrero",19°/16°,Parcialmente nublado,23Km/h
Fuerteventura,2025-02-12,https://www.tiempo3.com/europe/spain/canary-islands/fuerteventura?page=14,"Jueves, 13 febrero",19°/16°,Despejado,24Km/h
Fuerteventura,2025-02-12,https://www.tiempo3.com/europe/spain/canary-islands/fuerteventura?page=14,"Viernes, 14 febrero",19°/16°,Despejado,17Km/h
Fuerteventura,2025-02-12,https://www.tiempo3.com/europe/spain/canary-islands/fuerteventura?page=14,"Sábado, 15 febrero",20°/16°,Nublado,21Km/h
Fuerteventura,2025-02-12,https://www.tiempo3.com/europe/spain/canary-islands/fuerteventura?page=14,"Domingo, 16 febrero",19°/16°,Parcialmente nublado,28Km/h
Fuerteventura,2025-02-12,https://www.tiempo3.com/europe/spain/canary-islands/fuerteventura?page=14,"Lunes, 17 febrero",18°/15°,Despejado,8Km/h
Fuerteventura,2025-02-12,https://www.tiempo3.com/europe/spain/canary-islands/fuerteventura?page=14,"Martes, 18 febrero",19°/16°,Llovizna,32Km/h
Fuerteventura,2025-02-12,https://www.tiempo3.com/europe/spain/canary-islands/fuerteventura?page=14,"Miércoles, 19 febrero",19°/16°,Lluvia moderada a intervalos,21Km/h
Fuerteventura,2025-02-12,https://www.tiempo3.com/europe/spain/canary-islands/fuerteventura?page=14,"Jueves, 20 febrero",19°/16°,Lluvia moderada a intervalos,23Km/h
Fuerteventura,2025-02-12,https://www.tiempo3.com/europe/spain/canary-islands/fuerteventura?page=14,"Viernes, 21 febrero",20°/16°,Despejado,18Km/h
Fuerteventura,2025-02-12,https://www.tiempo3.com/europe/spain/canary-islands/fuerteventura?page=14,"Sábado, 22 febrero",19°/17°,Lluvia moderada a intervalos,21Km/h
Fuerteventura,2025-02-12,https://www.tiempo3.com/europe/spain/canary-islands/fuerteventura?page=14,"Domingo, 23 febrero",18°/16°,Parcialmente nublado,15Km/h
Fuerteventura,2025-02-12,https://www.tiempo3.com/europe/spain/canary-islands/fuerteventura?page=14,"Lunes, 24 febrero",19°/15°,Cielo cubierto,9Km/h
Fuerteventura,2025-02-12,https://www.tiempo3.com/europe/spain/canary-islands/fuerteventura?page=14,"Martes, 25 febrero",20°/16°,Lluvia moderada a intervalos,36Km/h
Pamplona,2025-02-12,https://www.tiempo3.com/europe/spain/navarre/pamplona?page=14,"Miércoles, 12 febrero",8°/4°,Ligeras lluvias,6Km/h
Pamplona,2025-02-12,https://www.tiempo3.com/europe/spain/navarre/pamplona?page=14,"Jueves, 13 febrero",13°/3°,Parcialmente nublado,6Km/h
Pamplona,2025-02-12,https://www.tiempo3.com/europe/spain/navarre/pamplona?page=14,"Viernes, 14 febrero",16°/7°,Parcialmente nublado,5Km/h
Pamplona,2025-02-12,https://www.tiempo3.com/europe/spain/navarre/pamplona?page=14,"Sábado, 15 febrero",15°/5°,Parcialmente nublado,5Km/h
Pamplona,2025-02-12,https://www.tiempo3.com/europe/spain/navarre/pamplona?page=14,"Domingo, 16 febrero",15°/4°,Parcialmente nublado,1Km/h
Pamplona,2025-02-12,https://www.tiempo3.com/europe/spain/navarre/pamplona?page=14,"Lunes, 17 febrero",16°/5°,Parcialmente nublado,7Km/h
Pamplona,2025-02-12,https://www.tiempo3.com/europe/spain/navarre/pamplona?page=14,"Martes, 18 febrero",15°/5°,Nublado,10Km/h
Pamplona,2025-02-12,https://www.tiempo3.com/europe/spain/navarre/pamplona?page=14,"Miércoles, 19 febrero",15°/4°,Parcialmente nublado,10Km/h
Pamplona,2025-02-12,https://www.tiempo3.com/europe/spain/navarre/pamplona?page=14,"Jueves, 20 febrero",15°/6°,Despejado,8Km/h
Pamplona,2025-02-12,https://www.tiempo3.com/europe/spain/navarre/pamplona?page=14,"Viernes, 21 febrero",13°/4°,Parcialmente nublado,21Km/h
Pamplona,2025-02-12,https://www.tiempo3.com/europe/spain/navarre/pamplona?page=14,"Sábado, 22 febrero",13°/8°,Ligeras precipitaciones,3Km/h
Pamplona,2025-02-12,https://www.tiempo3.com/europe/spain/navarre/pamplona?page=14,"Domingo, 23 febrero",15°/6°,Neblina,25Km/h
Pamplona,2025-02-12,https://www.tiempo3.com/europe/spain/navarre/pamplona?page=14,"Lunes, 24 febrero",9°/8°,Ligeras lluvias,19Km/h
Pamplona,2025-02-12,https://www.tiempo3.com/europe/spain/navarre/pamplona?page=14,"Martes, 25 febrero",10°/5°,Ligeras lluvias,5Km/h
Jerez,2025-02-12,https://www.tiempo3.com/europe/spain/andalucia/jerez?page=14,"Miércoles, 12 febrero",15°/11°,Cielo cubierto,12Km/h
Jerez,2025-02-12,https://www.tiempo3.com/europe/spain/andalucia/jerez?page=14,"Jueves, 13 febrero",17°/9°,Despejado,8Km/h
Jerez,2025-02-12,https://www.tiempo3.com/europe/spain/andalucia/jerez?page=14,"Viernes, 14 febrero",19°/9°,Cielo cubierto,2Km/h
Jerez,2025-02-12,https://www.tiempo3.com/europe/spain/andalucia/jerez?page=14,"Sábado, 15 febrero",19°/11°,Cielo cubierto,1Km/h
Jerez,2025-02-12,https://www.tiempo3.com/europe/spain/andalucia/jerez?page=14,"Domingo, 16 febrero",18°/11°,Despejado,4Km/h
Jerez,2025-02-12,https://www.tiempo3.com/europe/spain/andalucia/jerez?page=14,"Lunes, 17 febrero",20°/11°,Cielo cubierto,26Km/h
Jerez,2025-02-12,https://www.tiempo3.com/europe/spain/andalucia/jerez?page=14,"Martes, 18 febrero",21°/15°,Nublado,19Km/h
Jerez,2025-02-12,https://www.tiempo3.com/europe/spain/andalucia/jerez?page=14,"Miércoles, 19 febrero",15°/12°,Ligeras precipitaciones,6Km/h
Jerez,2025-02-12,https://www.tiempo3.com/europe/spain/andalucia/jerez?page=14,"Jueves, 20 febrero",18°/12°,Lluvia moderada a intervalos,8Km/h
Jerez,2025-02-12,https://www.tiempo3.com/europe/spain/andalucia/jerez?page=14,"Viernes, 21 febrero",16°/12°,Ligeras precipitaciones,23Km/h
Jerez,2025-02-12,https://www.tiempo3.com/europe/spain/andalucia/jerez?page=14,"Sábado, 22 febrero",15°/10°,Ligeras precipitaciones,19Km/h
Jerez,2025-02-12,https://www.tiempo3.com/europe/spain/andalucia/jerez?page=14,"Domingo, 23 febrero",15°/11°,Lluvia moderada a intervalos,6Km/h
Jerez,2025-02-12,https://www.tiempo3.com/europe/spain/andalucia/jerez?page=14,"Lunes, 24 febrero",16°/11°,Parcialmente nublado,17Km/h
Jerez,2025-02-12,https://www.tiempo3.com/europe/spain/andalucia/jerez?page=14,"Martes, 25 febrero",16°/11°,Ligeras precipitaciones,8Km/h
Bilbao,2025-02-12,https://www.tiempo3.com/europe/spain/pais-vasco/bilbao?page=14,"Miércoles, 12 febrero",12°/8°,Ligeras precipitaciones,3Km/h
Bilbao,2025-02-12,https://www.tiempo3.com/europe/spain/pais-vasco/bilbao?page=14,"Jueves, 13 febrero",15°/6°,Lluvia moderada a intervalos,6Km/h
Bilbao,2025-02-12,https://www.tiempo3.com/europe/spain/pais-vasco/bilbao?page=14,"Viernes, 14 febrero",18°/10°,Parcialmente nublado,7Km/h
Bilbao,2025-02-12,https://www.tiempo3.com/europe/spain/pais-vasco/bilbao?page=14,"Sábado, 15 febrero",19°/9°,Cielo cubierto,8Km/h
Bilbao,2025-02-12,https://www.tiempo3.com/europe/spain/pais-vasco/bilbao?page=14,"Domingo, 16 febrero",19°/8°,Despejado,6Km/h
Bilbao,2025-02-12,https://www.tiempo3.com/europe/spain/pais-vasco/bilbao?page=14,"Lunes, 17 febrero",19°/9°,Cielo cubierto,10Km/h
Bilbao,2025-02-12,https://www.tiempo3.com/europe/spain/pais-vasco/bilbao?page=14,"Martes, 18 febrero",18°/9°,Cielo cubierto,11Km/h
Bilbao,2025-02-12,https://www.tiempo3.com/europe/spain/pais-vasco/bilbao?page=14,"Miércoles, 19 febrero",17°/10°,Cielo cubierto,8Km/h
Bilbao,2025-02-12,https://www.tiempo3.com/europe/spain/pais-vasco/bilbao?page=14,"Jueves, 20 febrero",18°/9°,Parcialmente nublado,9Km/h
Bilbao,2025-02-12,https://www.tiempo3.com/europe/spain/pais-vasco/bilbao?page=14,"Viernes, 21 febrero",18°/9°,Despejado,12Km/h
Bilbao,2025-02-12,https://www.tiempo3.com/europe/spain/pais-vasco/bilbao?page=14,"Sábado, 22 febrero",16°/10°,Lluvia moderada a intervalos,2Km/h
Bilbao,2025-02-12,https://www.tiempo3.com/europe/spain/pais-vasco/bilbao?page=14,"Domingo, 23 febrero",18°/8°,Despejado,22Km/h
Bilbao,2025-02-12,https://www.tiempo3.com/europe/spain/pais-vasco/bilbao?page=14,"Lunes, 24 febrero",13°/9°,Ligeras lluvias,8Km/h
Bilbao,2025-02-12,https://www.tiempo3.com/europe/spain/pais-vasco/bilbao?page=14,"Martes, 25 febrero",13°/7°,Lluvia moderada a intervalos,3Km/h
Melilla,2025-02-12,https://www.tiempo3.com/europe/spain/melilla?page=14,"Miércoles, 12 febrero",17°/13°,Parcialmente nublado,28Km/h
Melilla,2025-02-12,https://www.tiempo3.com/europe/spain/melilla?page=14,"Jueves, 13 febrero",16°/13°,Despejado,5Km/h
Melilla,2025-02-12,https://www.tiempo3.com/europe/spain/melilla?page=14,"Viernes, 14 febrero",18°/12°,Nublado,2Km/h
Melilla,2025-02-12,https://www.tiempo3.com/europe/spain/melilla?page=14,"Sábado, 15 febrero",18°/13°,Cielo cubierto,11Km/h
Melilla,2025-02-12,https://www.tiempo3.com/europe/spain/melilla?page=14,"Domingo, 16 febrero",16°/13°,Cielo cubierto,3Km/h
Melilla,2025-02-12,https://www.tiempo3.com/europe/spain/melilla?page=14,"Lunes, 17 febrero",17°/12°,Despejado,19Km/h
Melilla,2025-02-12,https://www.tiempo3.com/europe/spain/melilla?page=14,"Martes, 18 febrero",22°/14°,Despejado,24Km/h
Melilla,2025-02-12,https://www.tiempo3.com/europe/spain/melilla?page=14,"Miércoles, 19 febrero",17°/15°,Nublado,24Km/h
Melilla,2025-02-12,https://www.tiempo3.com/europe/spain/melilla?page=14,"Jueves, 20 febrero",15°/12°,Lluvias fuertes o moderadas,11Km/h
Melilla,2025-02-12,https://www.tiempo3.com/europe/spain/melilla?page=14,"Viernes, 21 febrero",17°/13°,Lluvia moderada a intervalos,7Km/h
Melilla,2025-02-12,https://www.tiempo3.com/europe/spain/melilla?page=14,"Sábado, 22 febrero",16°/13°,Ligeras lluvias,42Km/h
Melilla,2025-02-12,https://www.tiempo3.com/europe/spain/melilla?page=14,"Domingo, 23 febrero",16°/13°,Lluvia moderada a intervalos,12Km/h
Melilla,2025-02-12,https://www.tiempo3.com/europe/spain/melilla?page=14,"Lunes, 24 febrero",17°/13°,Despejado,5Km/h
Melilla,2025-02-12,https://www.tiempo3.com/europe/spain/melilla?page=14,"Martes, 25 febrero",17°/13°,Despejado,5Km/h
Santander,2025-02-12,https://www.tiempo3.com/europe/spain/cantabria/santander?page=14,"Miércoles, 12 febrero",13°/11°,Ligeras precipitaciones,13Km/h
Santander,2025-02-12,https://www.tiempo3.com/europe/spain/cantabria/santander?page=14,"Jueves, 13 febrero",13°/9°,Cielo cubierto,8Km/h
Santander,2025-02-12,https://www.tiempo3.com/europe/spain/cantabria/santander?page=14,"Viernes, 14 febrero",16°/12°,Parcialmente nublado,17Km/h
Santander,2025-02-12,https://www.tiempo3.com/europe/spain/cantabria/santander?page=14,"Sábado, 15 febrero",16°/11°,Cielo cubierto,5Km/h
Santander,2025-02-12,https://www.tiempo3.com/europe/spain/cantabria/santander?page=14,"Domingo, 16 febrero",15°/11°,Despejado,6Km/h
Santander,2025-02-12,https://www.tiempo3.com/europe/spain/cantabria/santander?page=14,"Lunes, 17 febrero",16°/11°,Cielo cubierto,8Km/h
Santander,2025-02-12,https://www.tiempo3.com/europe/spain/cantabria/santander?page=14,"Martes, 18 febrero",18°/13°,Parcialmente nublado,14Km/h
Santander,2025-02-12,https://www.tiempo3.com/europe/spain/cantabria/santander?page=14,"Miércoles, 19 febrero",18°/13°,Despejado,13Km/h
Santander,2025-02-12,https://www.tiempo3.com/europe/spain/cantabria/santander?page=14,"Jueves, 20 febrero",16°/12°,Despejado,8Km/h
Santander,2025-02-12,https://www.tiempo3.com/europe/spain/cantabria/santander?page=14,"Viernes, 21 febrero",19°/12°,Despejado,15Km/h
Santander,2025-02-12,https://www.tiempo3.com/europe/spain/cantabria/santander?page=14,"Sábado, 22 febrero",15°/12°,Lluvia moderada a intervalos,10Km/h
Santander,2025-02-12,https://www.tiempo3.com/europe/spain/cantabria/santander?page=14,"Domingo, 23 febrero",17°/10°,Parcialmente nublado,25Km/h
Santander,2025-02-12,https://www.tiempo3.com/europe/spain/cantabria/santander?page=14,"Lunes, 24 febrero",12°/10°,Ligeras lluvias,15Km/h
Santander,2025-02-12,https://www.tiempo3.com/europe/spain/cantabria/santander?page=14,"Martes, 25 febrero",12°/9°,Ligeras precipitaciones,3Km/h
Burgos,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/burgos?page=14,"Miércoles, 12 febrero",9°/4°,Ligeras lluvias,6Km/h
Burgos,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/burgos?page=14,"Jueves, 13 febrero",10°/1°,Lluvia moderada a intervalos,7Km/h
Burgos,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/burgos?page=14,"Viernes, 14 febrero",14°/6°,Parcialmente nublado,4Km/h
Burgos,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/burgos?page=14,"Sábado, 15 febrero",13°/5°,Despejado,2Km/h
Burgos,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/burgos?page=14,"Domingo, 16 febrero",14°/4°,Despejado,5Km/h
Burgos,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/burgos?page=14,"Lunes, 17 febrero",14°/4°,Despejado,8Km/h
Burgos,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/burgos?page=14,"Martes, 18 febrero",16°/7°,Cielo cubierto,22Km/h
Burgos,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/burgos?page=14,"Miércoles, 19 febrero",14°/5°,Lluvia moderada a intervalos,12Km/h
Burgos,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/burgos?page=14,"Jueves, 20 febrero",15°/5°,Parcialmente nublado,9Km/h
Burgos,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/burgos?page=14,"Viernes, 21 febrero",14°/5°,Parcialmente nublado,22Km/h
Burgos,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/burgos?page=14,"Sábado, 22 febrero",10°/7°,Lluvia moderada a intervalos,4Km/h
Burgos,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/burgos?page=14,"Domingo, 23 febrero",13°/4°,Neblina,23Km/h
Burgos,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/burgos?page=14,"Lunes, 24 febrero",9°/6°,Ligeras lluvias,20Km/h
Burgos,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/burgos?page=14,"Martes, 25 febrero",9°/4°,Lluvia moderada a intervalos,8Km/h
Salamanca,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/salamanca?page=14,"Miércoles, 12 febrero",10°/4°,Parcialmente nublado,11Km/h
Salamanca,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/salamanca?page=14,"Jueves, 13 febrero",12°/4°,Cielo cubierto,4Km/h
Salamanca,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/salamanca?page=14,"Viernes, 14 febrero",14°/5°,Cielo cubierto,8Km/h
Salamanca,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/salamanca?page=14,"Sábado, 15 febrero",15°/5°,Parcialmente nublado,8Km/h
Salamanca,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/salamanca?page=14,"Domingo, 16 febrero",15°/4°,Despejado,9Km/h
Salamanca,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/salamanca?page=14,"Lunes, 17 febrero",16°/5°,Despejado,7Km/h
Salamanca,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/salamanca?page=14,"Martes, 18 febrero",17°/7°,Soleado,18Km/h
Salamanca,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/salamanca?page=14,"Miércoles, 19 febrero",15°/7°,Lluvia moderada a intervalos,3Km/h
Salamanca,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/salamanca?page=14,"Jueves, 20 febrero",15°/7°,Lluvia moderada a intervalos,7Km/h
Salamanca,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/salamanca?page=14,"Viernes, 21 febrero",14°/7°,Lluvia moderada a intervalos,14Km/h
Salamanca,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/salamanca?page=14,"Sábado, 22 febrero",10°/6°,Ligeras lluvias,4Km/h
Salamanca,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/salamanca?page=14,"Domingo, 23 febrero",11°/4°,Parcialmente nublado,26Km/h
Salamanca,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/salamanca?page=14,"Lunes, 24 febrero",11°/6°,Ligeras lluvias,11Km/h
Salamanca,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/salamanca?page=14,"Martes, 25 febrero",10°/3°,Llovizna,6Km/h
Murcia,2025-02-12,https://www.tiempo3.com/europe/spain/murcia?page=14,"Miércoles, 12 febrero",21°/7°,Parcialmente nublado,27Km/h
Murcia,2025-02-12,https://www.tiempo3.com/europe/spain/murcia?page=14,"Jueves, 13 febrero",20°/8°,Despejado,5Km/h
Murcia,2025-02-12,https://www.tiempo3.com/europe/spain/murcia?page=14,"Viernes, 14 febrero",22°/9°,Despejado,12Km/h
Murcia,2025-02-12,https://www.tiempo3.com/europe/spain/murcia?page=14,"Sábado, 15 febrero",21°/10°,Cielo cubierto,7Km/h
Murcia,2025-02-12,https://www.tiempo3.com/europe/spain/murcia?page=14,"Domingo, 16 febrero",19°/8°,Cielo cubierto,4Km/h
